                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                0.93498,                   1.59,                 1.3309,                0.01025,                0.96296,                0.72837,                0.51375,                 1.1247,                 2.7861,                 1.3069,             0.00037342,             0.00037342,             0.00037342
                     15,                0.97683,                 1.5086,                 1.3239,                 0.9015,                0.28331,                0.71059,                0.49056,                 1.0469,                 2.6901,                 1.3037,             0.00040005,             0.00040005,             0.00040005
                     16,                0.89181,                  1.354,                 1.2722,                0.91945,                0.33326,                0.69985,                0.54105,                0.84202,                 2.6121,                 1.1888,             0.00042654,             0.00042654,             0.00042654
                     17,                0.88204,                 1.3045,                 1.2574,                      1,                0.30903,                0.69676,                0.54432,                0.88572,                 2.6611,                 1.2364,              0.0004529,              0.0004529,              0.0004529
                     18,                0.85184,                 1.4306,                  1.239,                0.84531,                0.28256,                0.60763,                0.45331,                 1.0352,                 2.7917,                 1.3148,             0.00047911,             0.00047911,             0.00047911
                     19,                0.83772,                  1.405,                 1.2332,                0.82994,                0.32191,                0.66882,                0.48625,                 1.0238,                 2.7085,                 1.3022,             0.00050518,             0.00050518,             0.00050518
                     20,                0.92711,                 1.4357,                 1.3061,                0.92711,                0.30221,                0.74775,                0.52938,                0.89377,                 2.6181,                 1.1822,              0.0005311,              0.0005311,              0.0005311
                     21,                0.99047,                  1.437,                 1.3922,                0.79675,                0.44202,                0.80866,                0.62221,                0.90941,                 2.2777,                  1.302,             0.00055689,             0.00055689,             0.00055689
                     22,                0.79595,                 1.3049,                 1.1938,                0.80696,                0.53113,                0.83915,                0.62539,                0.89771,                 2.3167,                 1.2423,             0.00058253,             0.00058253,             0.00058253
                     23,                0.87124,                 1.2491,                 1.1928,                0.90464,                0.40504,                0.84859,                 0.6051,                 1.0098,                 2.3075,                 1.4145,             0.00060804,             0.00060804,             0.00060804
                     24,                0.88331,                  1.354,                  1.291,                0.80117,                0.45833,                0.77023,                 0.5587,                0.98064,                 2.4877,                 1.2906,              0.0006334,              0.0006334,              0.0006334
                     25,                0.81641,                 1.2066,                  1.202,                0.69377,                   0.25,                 0.6291,                0.45324,                  1.043,                  2.545,                 1.3161,             0.00065862,             0.00065862,             0.00065862
                     26,                0.82346,                  1.292,                 1.2018,                0.80134,                0.33333,                0.72312,                0.54401,                 0.8692,                 2.3724,                 1.2039,              0.0006837,              0.0006837,              0.0006837
                     27,                 0.8312,                 1.1957,                 1.2107,                0.77243,                0.69442,                 0.7825,                0.62116,                0.85847,                 2.1481,                 1.1761,             0.00070863,             0.00070863,             0.00070863
                     28,                0.92065,                 1.3058,                 1.2914,                0.75953,                0.67649,                0.83617,                 0.6753,                0.77225,                   2.03,                 1.1207,             0.00073343,             0.00073343,             0.00073343
                     29,                0.77234,                 1.0946,                 1.1598,                0.87601,                0.63093,                0.89397,                0.72017,                0.76653,                 2.0087,                 1.1203,             0.00075808,             0.00075808,             0.00075808
                     30,                0.86619,                  1.225,                 1.2735,                0.93628,                0.64236,                0.93911,                0.73789,                0.81893,                 2.1188,                  1.157,              0.0007826,              0.0007826,              0.0007826
                     31,                0.92719,                 1.3243,                 1.2573,                 0.9699,                0.68493,                0.92816,                0.72881,                0.86692,                 2.0046,                 1.2037,             0.00080697,             0.00080697,             0.00080697
                     32,                0.83854,                 1.1381,                 1.2152,                0.97207,                0.80131,                0.88192,                0.69998,                0.84851,                 1.8302,                 1.2237,              0.0008312,              0.0008312,              0.0008312
                     33,                0.87507,                 1.1757,                 1.2172,                0.94211,                0.73075,                0.87255,                0.68506,                0.85826,                 1.7271,                 1.1966,             0.00085529,             0.00085529,             0.00085529
                     34,                0.77526,                  1.104,                  1.147,                0.92671,                0.72325,                0.88258,                0.69309,                0.90494,                 1.7857,                 1.2241,             0.00087923,             0.00087923,             0.00087923
                     35,                0.79037,                 1.1443,                 1.1852,                0.94089,                0.76185,                0.94243,                0.68782,                 0.9916,                 1.7914,                 1.2803,             0.00090304,             0.00090304,             0.00090304
                     36,                0.89112,                 1.1482,                 1.2367,                0.93432,                0.80571,                0.97419,                0.73035,                0.98302,                 1.7278,                 1.2599,              0.0009267,              0.0009267,              0.0009267
                     37,                0.76225,                 1.0521,                 1.1499,                 0.8462,                 0.7667,                0.95807,                0.72916,                0.96512,                 1.6916,                 1.2815,             0.00095022,             0.00095022,             0.00095022
                     38,                0.80022,                 1.0749,                 1.2022,                0.89751,                0.67818,                 0.9062,                0.68528,                0.98007,                 1.9514,                 1.2876,              0.0009736,              0.0009736,              0.0009736
                     39,                0.76325,                 1.0667,                 1.1791,                0.85803,                0.68219,                0.89217,                0.70369,                0.91181,                 2.1749,                 1.2855,             0.00099684,             0.00099684,             0.00099684
                     40,                0.84841,                 1.1074,                 1.2356,                0.95177,                0.55857,                0.86717,                0.65897,                0.94168,                 2.2827,                 1.3396,              0.0010199,              0.0010199,              0.0010199
                     41,                 0.6943,                 1.0403,                 1.1224,                0.95135,                0.52222,                0.79858,                0.61298,                 1.0025,                 2.2714,                 1.3248,              0.0010429,              0.0010429,              0.0010429
                     42,                0.88156,                 1.1909,                 1.2641,                0.76261,                0.51018,                 0.7132,                0.57705,                 1.0549,                 2.2193,                 1.3869,              0.0010657,              0.0010657,              0.0010657
                     43,                 0.8089,                 1.0759,                 1.2429,                0.91111,                0.63964,                   0.79,                0.58342,                 1.0985,                 2.0811,                 1.3759,              0.0010884,              0.0010884,              0.0010884
                     44,                0.85096,                 1.0556,                 1.2331,                0.85306,                0.75612,                0.87403,                0.66807,                0.95153,                 1.8169,                 1.2617,              0.0011109,              0.0011109,              0.0011109
                     45,                 0.7714,                 1.0592,                 1.1629,                0.78203,                0.80407,                 0.9216,                0.70088,                0.85394,                 1.5905,                 1.1676,              0.0011333,              0.0011333,              0.0011333
                     46,                0.79164,                0.96931,                  1.157,                0.72664,                0.76244,                0.94446,                0.70329,                0.85811,                 1.6544,                 1.2002,              0.0011556,              0.0011556,              0.0011556
                     47,                0.80742,                 1.0092,                 1.2292,                0.71906,                0.79436,                0.95552,                0.70922,                0.90837,                 1.6377,                 1.3136,              0.0011777,              0.0011777,              0.0011777
                     48,                0.90905,                 1.1082,                 1.2921,                0.75918,                 0.7665,                0.97113,                0.72002,                0.90484,                 1.6438,                 1.3266,              0.0011996,              0.0011996,              0.0011996
                     49,                0.73178,                0.98353,                 1.1707,                0.66135,                0.81417,                0.95246,                  0.703,                0.94443,                 1.7668,                 1.2888,              0.0012215,              0.0012215,              0.0012215
                     50,                0.79488,                 1.0671,                 1.1854,                0.68936,                0.81325,                0.92413,                0.68536,                0.94961,                 1.7771,                 1.2873,              0.0012431,              0.0012431,              0.0012431
                     51,                0.74807,                 1.0287,                 1.1464,                0.74118,                0.82417,                0.96153,                0.75611,                0.88144,                 1.6162,                  1.231,              0.0012522,              0.0012522,              0.0012522
                     52,                0.73489,                0.92517,                 1.1599,                0.68434,                0.81221,                 0.9087,                0.71333,                0.82285,                 1.4934,                 1.2558,              0.0012522,              0.0012522,              0.0012522
                     53,                0.77176,                 1.0219,                 1.1407,                0.56546,                0.76951,                0.81365,                0.61178,                0.84306,                 1.8243,                  1.202,              0.0012486,              0.0012486,              0.0012486
                     54,                0.68942,                0.89093,                  1.106,                0.81531,                0.53968,                0.71641,                 0.5163,                0.96568,                 2.3534,                 1.2664,              0.0012451,              0.0012451,              0.0012451
                     55,                0.79129,                 1.0251,                 1.2033,                0.80021,                0.61746,                0.70563,                0.48875,                 1.0536,                 2.4469,                 1.4412,              0.0012416,              0.0012416,              0.0012416
                     56,                0.80489,                 1.0056,                  1.255,                0.62727,                0.57859,                0.59929,                0.41058,                 1.2292,                 2.5188,                 1.4881,               0.001238,               0.001238,               0.001238
                     57,                0.77443,                0.98231,                 1.1727,                0.65062,                 0.4741,                0.49436,                0.35665,                 1.2188,                 2.5875,                 1.4971,              0.0012345,              0.0012345,              0.0012345
                     58,                0.74668,                0.97579,                 1.1799,                0.70441,                0.47899,                0.41134,                0.27089,                 1.2654,                 2.9293,                 1.6013,              0.0012309,              0.0012309,              0.0012309
                     59,                0.74257,                0.92376,                 1.1285,                0.54226,                0.52718,                0.42858,                0.29301,                 1.2459,                 3.1191,                 1.5814,              0.0012274,              0.0012274,              0.0012274
                     60,                0.74581,                0.89396,                 1.1367,                 0.7594,                    0.5,                0.50653,                0.34682,                 1.0834,                 2.5865,                 1.3829,              0.0012239,              0.0012239,              0.0012239
                     61,                0.82542,                0.95359,                 1.1812,                0.67683,                0.58333,                0.55854,                0.41847,                0.93238,                 2.2469,                 1.2837,              0.0012203,              0.0012203,              0.0012203
                     62,                0.71976,                0.91181,                 1.1423,                 0.6898,                0.66667,                0.63155,                0.45011,                0.87129,                  1.958,                 1.2367,              0.0012168,              0.0012168,              0.0012168
                     63,                 0.7774,                0.95231,                 1.1621,                0.64964,                0.62037,                 0.7753,                0.64006,                0.76325,                 1.7291,                 1.1573,              0.0012133,              0.0012133,              0.0012133
                     64,                 0.6985,                0.90156,                 1.1179,                0.76962,                0.58333,                    0.8,                0.65491,                0.73046,                 1.8234,                 1.1297,              0.0012097,              0.0012097,              0.0012097
                     65,                0.70354,                0.82263,                 1.1231,                 0.7076,                0.58333,                0.71575,                0.58322,                 0.7844,                  2.168,                 1.1406,              0.0012062,              0.0012062,              0.0012062
                     66,                0.77256,                0.88464,                 1.1766,                0.69972,                0.71589,                0.73758,                0.59632,                0.79646,                 2.0289,                 1.1722,              0.0012026,              0.0012026,              0.0012026
                     67,                0.83292,                 0.9589,                   1.22,                0.55426,                0.86643,                0.73958,                0.58055,                0.78174,                 2.0285,                  1.158,              0.0011991,              0.0011991,              0.0011991
                     68,                0.76689,                 0.9239,                 1.1891,                0.63584,                0.81162,                0.74522,                0.59685,                0.76738,                 1.9373,                 1.1473,              0.0011956,              0.0011956,              0.0011956
                     69,                0.70516,                 0.8652,                 1.1178,                0.74356,                0.74233,                0.80249,                0.62105,                0.82261,                  1.717,                 1.2523,               0.001192,               0.001192,               0.001192
                     70,                 0.7666,                0.92604,                  1.176,                0.83498,                0.79858,                 0.8101,                0.61033,                0.90724,                 1.5012,                  1.379,              0.0011885,              0.0011885,              0.0011885
                     71,                0.73903,                0.86565,                 1.1764,                0.77676,                0.82776,                0.84047,                0.65094,                0.73585,                 1.1849,                 1.1871,               0.001185,               0.001185,               0.001185
                     72,                0.72003,                0.86255,                 1.1508,                0.77441,                0.83508,                0.83283,                0.63739,                0.78819,                 1.1862,                 1.1742,              0.0011814,              0.0011814,              0.0011814
                     73,                0.76702,                0.93273,                 1.1712,                0.81795,                0.79434,                0.83437,                0.64509,                0.80358,                 1.1989,                 1.1851,              0.0011779,              0.0011779,              0.0011779
                     74,                0.74801,                0.88626,                 1.1265,                0.80784,                 0.7925,                0.83434,                0.67711,                0.73888,                 1.2967,                 1.1578,              0.0011744,              0.0011744,              0.0011744
                     75,                0.71833,                0.87537,                 1.1238,                0.64247,                0.84587,                 0.7918,                0.65895,                0.74433,                 1.5339,                 1.1561,              0.0011708,              0.0011708,              0.0011708
                     76,                0.76721,                0.86465,                 1.1807,                0.70956,                0.78251,                0.83566,                0.66135,                0.76459,                 1.6611,                 1.1826,              0.0011673,              0.0011673,              0.0011673
                     77,                 0.7645,                0.89568,                 1.1367,                0.67171,                0.76468,                0.90148,                0.67388,                0.78594,                 1.6926,                 1.2078,              0.0011637,              0.0011637,              0.0011637
                     78,                0.67569,                0.79877,                 1.0938,                0.73041,                0.68269,                0.88026,                0.66059,                0.81244,                 1.9196,                 1.2323,              0.0011602,              0.0011602,              0.0011602
                     79,                0.65857,                0.76416,                 1.1066,                0.59001,                 0.6984,                0.82233,                0.63415,                0.88519,                 1.9686,                 1.3107,              0.0011567,              0.0011567,              0.0011567
                     80,                 0.7081,                 0.7606,                 1.1173,                0.70802,                0.51716,                0.68982,                0.52815,                0.91264,                 2.0301,                 1.3475,              0.0011531,              0.0011531,              0.0011531
                     81,                0.65274,                0.77793,                 1.1086,                0.68858,                0.52813,                0.65367,                0.49785,                0.97419,                 1.9834,                  1.342,              0.0011496,              0.0011496,              0.0011496
                     82,                0.65633,                0.76565,                 1.1022,                0.68812,                0.56944,                0.63379,                0.49362,                0.91003,                 1.9236,                  1.288,              0.0011461,              0.0011461,              0.0011461
                     83,                0.76497,                 0.8871,                  1.177,                0.71522,                0.64459,                0.74242,                0.57122,                0.78527,                 1.5994,                 1.1938,              0.0011425,              0.0011425,              0.0011425
                     84,                0.77437,                0.91362,                 1.1997,                0.74863,                0.76661,                0.82016,                0.67174,                0.74047,                 1.3143,                 1.1566,               0.001139,               0.001139,               0.001139
                     85,                0.67718,                0.78699,                 1.1332,                0.64444,                0.85393,                0.88654,                0.75573,                0.67779,                 1.2922,                 1.1318,              0.0011354,              0.0011354,              0.0011354
                     86,                0.78037,                0.84776,                 1.1575,                0.80468,                 0.6837,                0.88104,                0.72427,                0.76935,                 1.3301,                 1.1698,              0.0011319,              0.0011319,              0.0011319
                     87,                0.70803,                0.80507,                 1.1252,                0.89285,                0.84409,                0.97022,                0.79152,                0.83529,                 1.1442,                 1.1998,              0.0011284,              0.0011284,              0.0011284
                     88,                0.69464,                0.74956,                 1.1262,                0.94314,                0.93108,                0.98833,                0.83633,                0.69665,                0.82863,                 1.1172,              0.0011248,              0.0011248,              0.0011248
                     89,                0.60672,                0.73362,                 1.0356,                0.93078,                0.98387,                0.98833,                 0.8581,                0.66104,                 0.7631,                 1.0863,              0.0011213,              0.0011213,              0.0011213
                     90,                0.63198,                0.71546,                 1.0692,                0.92687,                0.95472,                  0.987,                0.82998,                0.68984,                0.74881,                 1.0954,              0.0011178,              0.0011178,              0.0011178
                     91,                0.68428,                0.73373,                 1.0937,                0.89344,                0.95673,                0.97467,                0.81503,                0.75393,                0.77899,                 1.1309,              0.0011142,              0.0011142,              0.0011142
                     92,                0.63385,                0.72469,                 1.0939,                0.94334,                0.93099,                0.98158,                0.82274,                0.73356,                0.84521,                 1.1126,              0.0011107,              0.0011107,              0.0011107
                     93,                0.74151,                0.80531,                 1.1419,                0.92319,                0.97604,                0.99056,                0.84953,                0.66696,                 0.8106,                 1.0873,              0.0011072,              0.0011072,              0.0011072
                     94,                0.64606,                0.77183,                 1.1043,                0.89253,                0.98393,                  0.995,                0.85363,                 0.6453,                0.76336,                 1.0915,              0.0011036,              0.0011036,              0.0011036
                     95,                0.68261,                0.76282,                 1.0981,                0.89617,                0.97196,                  0.995,                0.84632,                0.60636,                0.75804,                 1.0677,              0.0011001,              0.0011001,              0.0011001
                     96,                0.76396,                0.84948,                 1.1729,                0.91015,                0.98776,                0.98574,                0.86172,                0.60256,                0.74314,                 1.0479,              0.0010965,              0.0010965,              0.0010965
                     97,                0.67033,                0.74174,                 1.1018,                 0.9347,                0.98043,                0.99056,                0.85896,                0.57382,                  0.666,                 1.0254,               0.001093,               0.001093,               0.001093
                     98,                0.68426,                0.77395,                 1.0904,                0.93198,                0.87932,                0.98767,                0.85891,                0.59882,                0.66837,                 1.0193,              0.0010895,              0.0010895,              0.0010895
                     99,                0.64257,                0.71606,                 1.0809,                0.93841,                0.85981,                0.99133,                0.84318,                0.64443,                0.69153,                 1.0332,              0.0010859,              0.0010859,              0.0010859
                    100,                0.68117,                 0.7358,                 1.0997,                0.93981,                0.87197,                0.97389,                0.84955,                0.65622,                0.66649,                 1.0376,              0.0010824,              0.0010824,              0.0010824
                    101,                0.72267,                0.77891,                 1.1379,                0.92427,                0.81597,                0.96167,                0.81786,                0.60573,                0.65727,                   1.01,              0.0010789,              0.0010789,              0.0010789
                    102,                0.71496,                 0.7673,                 1.1941,                0.96826,                0.88921,                0.97833,                0.83997,                0.62136,                0.63102,                 1.0211,              0.0010753,              0.0010753,              0.0010753
                    103,                0.67994,                0.73456,                 1.0722,                0.96958,                0.92609,                  0.995,                0.83275,                0.66478,                0.61787,                 1.0588,              0.0010718,              0.0010718,              0.0010718
                    104,                0.61513,                0.68448,                 1.0734,                0.94981,                0.98658,                  0.995,                0.83017,                0.63432,                0.59901,                 1.0561,              0.0010682,              0.0010682,              0.0010682
                    105,                 0.6253,                0.74283,                 1.0989,                0.93062,                0.96736,                 0.9813,                0.82775,                0.61205,                0.60224,                 1.0391,              0.0010647,              0.0010647,              0.0010647
                    106,                0.59282,                0.65198,                 1.0679,                0.86955,                0.98877,                0.97658,                0.83796,                0.59408,                0.61805,                 1.0292,              0.0010612,              0.0010612,              0.0010612
                    107,                0.65273,                0.68977,                 1.0804,                0.91801,                 0.9758,                0.98689,                0.84812,                0.62331,                0.60142,                 1.0442,              0.0010576,              0.0010576,              0.0010576
                    108,                0.60922,                0.67606,                 1.0588,                0.97284,                      1,                  0.995,                0.85789,                0.57234,                0.54112,                  1.024,              0.0010541,              0.0010541,              0.0010541
                    109,                0.61952,                0.66372,                   1.07,                0.90921,                      1,                  0.995,                0.85515,                0.59551,                0.54136,                 1.0169,              0.0010506,              0.0010506,              0.0010506
                    110,                0.66372,                0.71886,                 1.1247,                0.90099,                      1,                  0.995,                0.86868,                0.60751,                0.54207,                 1.0277,               0.001047,               0.001047,               0.001047
                    111,                0.62024,                  0.613,                 1.0399,                0.95095,                 0.9922,                  0.995,                0.89149,                0.55746,                0.52629,                 1.0149,              0.0010435,              0.0010435,              0.0010435
                    112,                0.60801,                0.64013,                 1.0608,                0.97756,                      1,                  0.995,                 0.8703,                0.58294,                0.54959,                 1.0361,                0.00104,                0.00104,                0.00104
                    113,                0.57541,                0.64529,                 1.0597,                0.95305,                0.99123,                  0.995,                 0.8672,                0.56816,                0.55191,                 1.0365,              0.0010364,              0.0010364,              0.0010364
                    114,                0.57654,                0.63776,                 1.0338,                0.98196,                      1,                  0.995,                0.87836,                0.53442,                0.53123,                 1.0325,              0.0010329,              0.0010329,              0.0010329
                    115,                0.61164,                0.65724,                 1.0816,                0.96885,                      1,                  0.995,                0.89063,                0.54832,                0.52555,                  1.021,              0.0010293,              0.0010293,              0.0010293
                    116,                0.63195,                0.69329,                 1.0825,                0.98608,                0.99816,                  0.995,                0.88198,                0.58854,                0.51695,                 1.0329,              0.0010258,              0.0010258,              0.0010258
                    117,                 0.6008,                0.65066,                  1.054,                0.97977,                0.99034,                  0.995,                0.88163,                0.60693,                0.49418,                 1.0386,              0.0010223,              0.0010223,              0.0010223
                    118,                0.63747,                0.64201,                 1.0383,                 0.9577,                0.99474,                  0.995,                0.88414,                0.54719,                0.52494,                 1.0008,              0.0010187,              0.0010187,              0.0010187
                    119,                0.67533,                0.68216,                 1.0709,                0.93723,                0.94285,                  0.984,                0.90307,                0.50064,                0.62262,                0.97177,              0.0010152,              0.0010152,              0.0010152
                    120,                0.61036,                0.65532,                 1.0605,                0.90052,                0.90479,                  0.971,                0.89907,                0.51015,                0.74733,                0.96871,              0.0010117,              0.0010117,              0.0010117
                    121,                   0.69,                0.66603,                   1.11,                0.87912,                 0.8949,                0.94967,                0.87364,                0.48903,                0.78095,                0.96646,              0.0010081,              0.0010081,              0.0010081
                    122,                0.57441,                0.62431,                  1.029,                 0.8725,                0.91667,                0.97833,                0.89433,                0.48914,                0.66844,                0.98138,              0.0010046,              0.0010046,              0.0010046
                    123,                0.58443,                0.62704,                 1.0543,                0.82291,                 0.9639,                0.97833,                0.90703,                0.49733,                0.57027,                 0.9796,              0.0010011,              0.0010011,              0.0010011
                    124,                0.58941,                0.62761,                 1.0259,                0.93682,                0.99239,                  0.995,                0.91302,                0.47463,                0.51682,                0.95935,             0.00099751,             0.00099751,             0.00099751
                    125,                0.62486,                  0.643,                 1.0708,                0.94841,                0.99734,                  0.995,                0.91919,                0.47656,                0.47833,                 0.9482,             0.00099398,             0.00099398,             0.00099398
                    126,                0.59872,                0.62107,                 1.0329,                0.96255,                      1,                  0.995,                0.91258,                0.51433,                0.48597,                0.96272,             0.00099044,             0.00099044,             0.00099044
                    127,                0.58193,                0.57356,                 1.0361,                0.99097,                      1,                  0.995,                0.89908,                0.51048,                0.47125,                0.97313,              0.0009869,              0.0009869,              0.0009869
                    128,                0.60273,                0.58812,                 1.0536,                0.98993,                      1,                  0.995,                0.90155,                0.48341,                0.45846,                0.97875,             0.00098337,             0.00098337,             0.00098337
                    129,                0.57827,                0.63113,                 1.0286,                0.98103,                      1,                  0.995,                0.88776,                0.52948,                0.46366,                0.99988,             0.00097983,             0.00097983,             0.00097983
                    130,                0.60131,                0.61101,                 1.0741,                0.97074,                 0.9948,                  0.995,                0.87437,                0.51486,                0.51801,                0.99285,             0.00097629,             0.00097629,             0.00097629
                    131,                0.57507,                0.62482,                 1.0209,                0.97569,                0.99566,                  0.995,                0.88848,                0.51317,                0.52585,                0.99608,             0.00097276,             0.00097276,             0.00097276
                    132,                0.59961,                0.63384,                 1.0501,                0.98645,                0.99772,                  0.995,                0.90796,                0.51126,                0.51488,                 1.0081,             0.00096922,             0.00096922,             0.00096922
                    133,                0.62313,                0.61896,                 1.0508,                0.97575,                0.99551,                  0.995,                 0.9191,                0.48604,                0.48325,                 1.0052,             0.00096568,             0.00096568,             0.00096568
                    134,                0.57714,                0.58523,                 1.0419,                0.98265,                 0.9969,                  0.995,                0.92495,                 0.4578,                 0.4397,                0.99776,             0.00096215,             0.00096215,             0.00096215
                    135,                0.53808,                0.58434,                 1.0124,                0.98878,                0.99935,                  0.995,                 0.9533,                0.43533,                0.43543,                 0.9775,             0.00095861,             0.00095861,             0.00095861
                    136,                0.59825,                 0.6201,                 1.0438,                0.98924,                      1,                  0.995,                0.92303,                0.43586,                0.44194,                0.95562,             0.00095507,             0.00095507,             0.00095507
                    137,                0.56557,                0.60688,                 1.0245,                0.99124,                      1,                  0.995,                0.90542,                0.45462,                0.44823,                0.95996,             0.00095154,             0.00095154,             0.00095154
                    138,                0.53509,                0.52431,                 1.0135,                0.98372,                      1,                  0.995,                 0.9137,                0.46165,                0.47659,                0.95654,               0.000948,               0.000948,               0.000948
                    139,                0.51598,                0.54159,                0.99249,                0.97563,                      1,                  0.995,                0.90927,                0.49013,                0.53167,                0.98177,             0.00094446,             0.00094446,             0.00094446
                    140,                0.57394,                0.61231,                 1.0461,                0.98629,                      1,                  0.995,                0.94492,                0.45638,                0.54248,                0.96765,             0.00094093,             0.00094093,             0.00094093
                    141,                  0.613,                0.70791,                 1.0506,                0.98693,                0.99726,                  0.995,                0.94177,                0.44259,                0.52961,                0.95945,             0.00093739,             0.00093739,             0.00093739
                    142,                0.50221,                0.58246,                0.96739,                0.97939,                0.99098,                  0.995,                0.92739,                0.43863,                0.52053,                0.95368,             0.00093385,             0.00093385,             0.00093385
                    143,                0.61612,                0.63693,                 1.0765,                0.97007,                0.99136,                  0.995,                0.91615,                 0.4505,                0.48404,                0.95537,             0.00093031,             0.00093031,             0.00093031
                    144,                0.58631,                 0.5632,                 1.0405,                0.96307,                0.99372,                  0.995,                0.89514,                0.45071,                0.46865,                 0.9573,             0.00092678,             0.00092678,             0.00092678
                    145,                0.53086,                0.54889,                 1.0189,                 0.9774,                      1,                  0.995,                0.90011,                0.46303,                  0.444,                0.96536,             0.00092324,             0.00092324,             0.00092324
                    146,                0.57817,                0.56607,                 1.0422,                0.98041,                      1,                  0.995,                 0.9134,                0.45853,                0.42224,                0.96284,              0.0009197,              0.0009197,              0.0009197
                    147,                0.58162,                0.59316,                 1.0478,                0.98044,                      1,                  0.995,                0.91473,                0.47185,                0.41944,                0.95783,             0.00091617,             0.00091617,             0.00091617
                    148,                0.63441,                0.63703,                 1.0982,                0.95942,                      1,                  0.995,                0.90362,                0.49432,                0.45315,                0.96207,             0.00091263,             0.00091263,             0.00091263
                    149,                0.61299,                0.66236,                 1.0687,                0.91902,                      1,                  0.995,                0.90187,                0.47531,                0.47494,                0.95386,             0.00090909,             0.00090909,             0.00090909
                    150,                0.50717,                0.54847,                0.99986,                0.94456,                      1,                  0.995,                0.89199,                0.47185,                0.43829,                0.95213,             0.00090556,             0.00090556,             0.00090556
                    151,                0.59001,                0.61661,                 1.0572,                0.96311,                      1,                  0.995,                0.92069,                0.44575,                0.43095,                0.93561,             0.00090202,             0.00090202,             0.00090202
                    152,                0.52398,                0.61376,                 1.0016,                0.98318,                0.96933,                  0.995,                0.93645,                0.40661,                0.41404,                0.92255,             0.00089848,             0.00089848,             0.00089848
                    153,                0.52453,                0.57872,                  1.031,                0.98542,                 0.9664,                  0.995,                0.94022,                0.44312,                0.43644,                0.94445,             0.00089495,             0.00089495,             0.00089495
                    154,                0.60109,                0.61471,                 1.0705,                0.97022,                0.96056,                  0.995,                0.91203,                0.47099,                0.47273,                0.96548,             0.00089141,             0.00089141,             0.00089141
                    155,                 0.5172,                0.53247,                 1.0145,                0.95595,                0.93961,                  0.995,                 0.8931,                0.49797,                0.51127,                0.97751,             0.00088787,             0.00088787,             0.00088787
                    156,                0.54419,                0.55653,                 1.0739,                0.88776,                0.91927,                0.99133,                0.89852,                0.50637,                 0.5776,                0.97648,             0.00088434,             0.00088434,             0.00088434
